person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_A,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,cb_person_default_on_file_N,cb_person_default_on_file_Y,Actual_Default,Predicted_Default,Risk_Score,Loan_Grade,Home_Ownership,Loan_Intent
22,13440,1.0,4800,12.53,0.36,4,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,1,1,0.8484470729862682,B,RENT,MEDICAL
24,28000,9.0,8000,12.84,0.29,4,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,1,0.6911427156391972,C,RENT,DEBTCONSOLIDATION
36,65000,7.0,15000,13.72,0.23,11,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,0,0,0.3009619740172307,C,RENT,MEDICAL
22,36000,4.0,5075,10.99,0.14,2,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0.2419108191454969,B,RENT,DEBTCONSOLIDATION
25,38400,9.0,8500,10.99,0.22,2,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0,0,0.1640042241794442,B,RENT,VENTURE
22,65000,3.0,5300,6.62,0.08,3,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0.0383078485596312,A,RENT,EDUCATION
23,68000,3.0,15700,11.49,0.23,2,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0,0,0.2380791108564151,B,RENT,MEDICAL
30,75600,0.0,25000,9.99,0.33,8,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,1,0,0.2030019117014631,B,RENT,PERSONAL
23,78504,7.0,25000,10.74,0.32,3,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,1,0,0.1209317311322113,B,RENT,VENTURE
27,95800,1.0,2500,11.58,0.03,9,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0.1018456662198041,B,RENT,DEBTCONSOLIDATION
32,120000,7.0,28250,16.77,0.24,9,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,0,0,0.2480873277219213,D,MORTGAGE,PERSONAL
33,114000,2.0,21000,13.16,0.18,9,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,0,0.0651842967860462,C,MORTGAGE,DEBTCONSOLIDATION
25,45000,4.0,15000,10.99,0.33,3,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1,1,0.6470778029030069,C,RENT,DEBTCONSOLIDATION
23,42000,7.0,15000,13.49,0.36,3,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0.4882187963493906,C,RENT,VENTURE
30,200000,5.0,10000,11.36,0.05,9,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0.0704515782065946,B,RENT,DEBTCONSOLIDATION
30,54000,14.0,4425,17.49,0.08,9,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,0,0,0.4927737890195389,D,RENT,PERSONAL
37,408000,14.0,6000,12.61,0.01,13,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,0,0,0.0511009188199754,C,RENT,EDUCATION
23,37700,4.0,8000,15.62,0.21,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,0,1,0.5899110652366146,D,MORTGAGE,EDUCATION
35,85000,1.0,3600,7.51,0.04,7,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,0,0,0.022357275083721,A,RENT,VENTURE
22,14400,2.0,4000,10.99,0.28,3,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,1,0,0.1296926450603804,B,OWN,MEDICAL
26,63000,2.0,8000,12.53,0.13,2,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0,0,0.0704993367605758,B,RENT,VENTURE
26,51500,10.0,15000,6.92,0.29,2,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0.0371027957824178,A,OWN,HOMEIMPROVEMENT
24,49000,2.0,7800,15.62,0.16,2,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,1,1,0.5836895309843159,D,RENT,VENTURE
30,90000,3.0,12000,12.29,0.13,5,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,0,0,0.1450230940695822,C,RENT,MEDICAL
22,57996,4.0,21250,6.91,0.37,4,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,0,0,0.1022312701927564,A,MORTGAGE,VENTURE
44,48000,12.0,17500,12.18,0.36,15,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0.3766923340796124,B,MORTGAGE,DEBTCONSOLIDATION
22,48000,6.0,10000,13.49,0.21,4,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0,0,0.2310820375625066,C,MORTGAGE,DEBTCONSOLIDATION
25,63000,3.0,3000,13.47,0.05,2,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,0,0,0.0333755853776184,C,MORTGAGE,EDUCATION
21,27000,4.0,4800,13.49,0.18,4,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,0,0.4451687315327319,C,RENT,DEBTCONSOLIDATION
23,30000,2.0,3000,7.49,0.1,2,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,0,0,0.0479544858946412,A,RENT,VENTURE
28,56000,10.0,12000,14.72,0.21,7,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,0,0,0.041525181770609,C,OWN,HOMEIMPROVEMENT
23,20400,2.0,1200,7.9,0.06,2,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0,0,0.0844524174201633,A,RENT,MEDICAL
31,250000,2.0,4000,14.22,0.02,10,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0,0,0.0577441426042794,C,MORTGAGE,MEDICAL
23,38896,2.0,7200,13.48,0.19,3,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,0,0,0.2753081036324961,C,RENT,PERSONAL
26,70000,0.0,8000,10.99,0.11,2,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0.0536428815810416,A,MORTGAGE,DEBTCONSOLIDATION
25,162000,5.0,14500,7.9,0.09,4,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0.0202790563780755,A,RENT,EDUCATION
47,69000,19.0,20000,6.54,0.29,12,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,0,0,0.0323164660756638,A,MORTGAGE,VENTURE
23,64000,7.0,2100,6.03,0.03,2,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0.0116003987121162,A,MORTGAGE,EDUCATION
21,15600,0.0,2800,7.4,0.18,4,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,1,0,0.2791166546118762,A,RENT,MEDICAL
41,60000,5.0,3850,13.35,0.06,13,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,0,0,0.0603937862727146,C,MORTGAGE,MEDICAL
30,45000,0.0,3000,10.62,0.07,10,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0,0,0.1188968133403651,B,RENT,MEDICAL
22,81000,5.0,9100,12.42,0.11,3,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0.0285643066316694,B,MORTGAGE,EDUCATION
29,99000,1.0,6000,10.25,0.06,5,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0.0485141604507142,B,MORTGAGE,HOMEIMPROVEMENT
23,80000,7.0,4000,7.51,0.05,3,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,0,0,0.0163907643978017,A,MORTGAGE,PERSONAL
24,37000,3.0,5500,9.2,0.15,2,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,0,0,0.1452565406984377,B,RENT,PERSONAL
21,65004,5.0,5000,9.99,0.08,3,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0.0601191316056374,B,MORTGAGE,DEBTCONSOLIDATION
28,39000,3.0,5000,10.25,0.13,7,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,0,0,0.1230719678114855,B,RENT,PERSONAL
28,42000,9.0,2500,8.49,0.06,8,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0.0365898124698377,A,RENT,EDUCATION
22,45000,1.0,2800,13.49,0.06,2,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,0,0,0.0998605030509539,C,RENT,PERSONAL
37,72000,9.0,1600,13.92,0.02,12,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,0,0,0.0288070742666947,C,MORTGAGE,PERSONAL
33,44400,3.0,2000,14.22,0.05,9,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,1,0,0.0273005113615047,C,MORTGAGE,VENTURE
24,40000,2.0,8000,6.17,0.2,2,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,0,0,0.1455111980838288,A,RENT,PERSONAL
24,112500,3.0,8600,13.11,0.08,4,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,0,0.0673318143834153,C,MORTGAGE,DEBTCONSOLIDATION
22,59000,1.0,15000,10.99,0.25,2,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1,1,0.7863799810868621,D,OTHER,DEBTCONSOLIDATION
35,62500,2.0,1600,5.42,0.03,5,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0,0,0.0042598538789452,A,OWN,MEDICAL
27,94500,2.0,10000,14.26,0.11,5,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,0,0,0.0461998924947756,C,MORTGAGE,PERSONAL
28,35328,12.0,13000,10.99,0.37,9,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0.4543961312697321,A,MORTGAGE,DEBTCONSOLIDATION
21,30067,5.0,10750,12.68,0.36,3,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,1,1,0.5971753147634048,C,RENT,VENTURE
25,80000,4.0,11000,6.62,0.14,3,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,0,0,0.0252440098504873,A,MORTGAGE,PERSONAL
26,50000,10.0,13000,11.97,0.26,3,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0,0,0.2416341249411763,C,MORTGAGE,MEDICAL
29,64548,3.0,15000,10.99,0.23,7,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0,0,0.1230020679399807,B,MORTGAGE,MEDICAL
23,31000,1.0,1000,14.96,0.03,3,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,1,0,0.4343015693822978,D,RENT,PERSONAL
23,80000,2.0,16000,13.85,0.2,3,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,0,0,0.2328984399265372,C,RENT,MEDICAL
26,75000,0.0,3600,8.94,0.05,4,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0.0831411728617918,A,RENT,HOMEIMPROVEMENT
22,42000,3.0,8500,12.53,0.2,4,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0.184475261483839,B,RENT,EDUCATION
24,64656,8.0,14500,10.99,0.22,4,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0.0584016353080597,B,MORTGAGE,EDUCATION
29,56500,13.0,14750,10.99,0.26,8,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0,0,0.1209112487495147,A,MORTGAGE,MEDICAL
25,48000,0.0,23500,13.49,0.49,4,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0,1,0.7278465113589591,C,MORTGAGE,MEDICAL
25,115000,3.0,7000,10.99,0.06,4,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0,0,0.0566698850861607,C,MORTGAGE,DEBTCONSOLIDATION
22,30000,4.0,6500,13.85,0.22,3,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,0,0,0.3280623368371517,C,RENT,EDUCATION
34,25200,6.0,12000,13.48,0.48,10,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,1,1,0.9067088137101144,C,RENT,PERSONAL
27,31200,0.0,6000,13.49,0.19,7,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,0,0,0.2135089786044045,C,RENT,VENTURE
23,48000,3.0,6600,11.11,0.14,2,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0.1066245620813141,B,RENT,EDUCATION
35,74984,2.0,13500,7.29,0.18,9,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,0,0,0.0461411482100583,A,RENT,VENTURE
23,70560,1.0,9600,7.9,0.14,4,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,0,0,0.044715967453596,A,RENT,VENTURE
32,35000,9.0,12000,9.63,0.34,8,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,0,0,0.1659190847933254,A,MORTGAGE,VENTURE
23,69000,1.0,9000,14.09,0.13,3,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,1,1,0.5122482139924118,D,RENT,EDUCATION
22,62050,1.0,2000,13.35,0.03,4,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,1,0,0.0564747083058768,C,MORTGAGE,MEDICAL
24,87500,8.0,10000,6.17,0.11,4,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0,0,0.0290829663297093,A,MORTGAGE,MEDICAL
33,92259,2.0,11500,10.0,0.12,7,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0.0517253079295256,B,RENT,EDUCATION
23,75000,7.0,15000,10.38,0.2,3,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0,0,0.0341216006586092,B,MORTGAGE,VENTURE
33,97000,4.0,7000,12.98,0.07,5,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,0,0,0.1413799105993294,C,RENT,HOMEIMPROVEMENT
29,55000,11.0,4000,10.99,0.07,6,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0,0,0.0459384186310104,B,MORTGAGE,MEDICAL
36,30000,4.0,8000,9.99,0.27,15,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0,0,0.0285695487024236,B,OWN,VENTURE
23,80000,4.0,6475,6.99,0.08,3,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,1,0,0.0422197613461223,A,RENT,PERSONAL
25,50000,2.0,10000,7.9,0.2,4,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,0,0,0.0613203347212555,A,MORTGAGE,PERSONAL
30,50000,5.0,5000,7.14,0.1,7,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0.0038122324968382,A,OWN,EDUCATION
23,60000,6.0,7000,12.99,0.12,2,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,0,0,0.0505902076052534,C,MORTGAGE,EDUCATION
33,24000,4.0,1000,14.91,0.04,10,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1,1,0.6041617041569162,D,RENT,DEBTCONSOLIDATION
28,25200,2.0,3700,9.62,0.15,8,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0.1423448321848481,B,RENT,EDUCATION
26,37225,4.0,2500,10.99,0.07,3,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,0,0,0.1005034114220424,C,RENT,PERSONAL
51,28000,3.0,8000,11.86,0.29,26,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0,0,0.3371039251844746,B,RENT,VENTURE
24,80000,4.0,3000,6.99,0.04,2,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,0,0,0.0103742049728303,A,MORTGAGE,VENTURE
25,200000,3.0,35000,17.14,0.17,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,0,0,0.0643859363250861,E,MORTGAGE,VENTURE
22,29120,1.0,6800,10.59,0.23,2,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0,0,0.2266440397023499,B,RENT,VENTURE
24,100000,8.0,30000,18.62,0.3,2,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,0,0,0.457437965892836,F,MORTGAGE,VENTURE
24,37000,8.0,10500,10.99,0.28,2,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0,1,0.910148562039272,D,RENT,MEDICAL
55,75000,6.0,7700,14.84,0.1,18,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,0,0,0.270362434820803,D,MORTGAGE,PERSONAL
28,60000,2.0,12000,12.18,0.2,10,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,0,0,0.1594575327971271,B,RENT,PERSONAL
26,100000,5.0,15000,13.49,0.15,4,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,0,0,0.0608952051419362,C,RENT,VENTURE
27,36672,11.0,8000,7.9,0.22,9,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,1,0,0.1700864068717041,A,RENT,PERSONAL
21,36000,5.0,20000,10.99,0.56,2,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,1,1,0.9937644648395074,D,RENT,MEDICAL
25,90000,9.0,6000,13.49,0.07,4,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,0,0,0.1509069823739716,C,RENT,HOMEIMPROVEMENT
27,102000,6.0,10000,9.63,0.1,9,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,0,0,0.0119073825101767,A,MORTGAGE,VENTURE
26,27000,4.0,3000,5.79,0.11,3,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0.0645817538210033,A,MORTGAGE,DEBTCONSOLIDATION
35,62000,0.0,9475,6.03,0.15,5,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0.0266450980643798,A,MORTGAGE,EDUCATION
50,118000,16.0,24250,13.92,0.21,12,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0.0540150162843052,C,RENT,EDUCATION
26,50000,8.0,8000,10.59,0.16,2,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0,0,0.0398876622054133,B,MORTGAGE,VENTURE
24,100000,8.0,17400,16.07,0.17,4,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,0,0,0.2872217363132388,D,MORTGAGE,PERSONAL
30,15000,2.0,4000,13.67,0.27,7,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,1,1,0.9608637394789944,D,RENT,HOMEIMPROVEMENT
27,44400,7.0,7000,10.0,0.16,6,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0,0,0.092528338364769,B,RENT,VENTURE
24,80000,8.0,18000,7.9,0.23,2,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0.0753858657840917,A,MORTGAGE,HOMEIMPROVEMENT
24,50004,2.0,10000,11.12,0.2,2,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0,0,0.0277459479762439,B,OWN,MEDICAL
26,65000,3.0,7000,10.99,0.11,2,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0.0548150237036354,A,RENT,EDUCATION
22,25000,3.0,1000,15.95,0.04,2,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,1,0.6319344402721939,D,RENT,DEBTCONSOLIDATION
25,51500,1.0,13000,16.07,0.25,2,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,1,1,0.8233361464507559,D,OTHER,MEDICAL
23,39600,7.0,9000,11.99,0.23,3,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,0,0,0.2651620223727021,B,RENT,PERSONAL
26,38000,6.0,7800,12.53,0.21,4,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0,0,0.168781459527757,B,RENT,VENTURE
29,55476,1.0,10000,15.33,0.18,8,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,1,1,0.6158206760625714,D,MORTGAGE,MEDICAL
28,60000,0.0,7000,11.11,0.12,5,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0,0,0.0053645900263264,B,OWN,VENTURE
21,18000,2.0,4500,10.38,0.25,3,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,1,0,0.4268897245616568,B,RENT,PERSONAL
22,57000,4.0,12875,7.9,0.23,2,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0.0552872531642033,A,MORTGAGE,EDUCATION
23,38000,7.0,10000,7.51,0.26,4,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,0,0,0.1597529050800493,A,RENT,VENTURE
28,62000,0.0,15000,7.9,0.24,10,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0.2343661219967641,A,RENT,HOMEIMPROVEMENT
24,80000,8.0,12000,7.49,0.15,3,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,0,0,0.0028665850468589,A,OWN,VENTURE
26,42000,4.0,15000,11.26,0.36,4,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0,0,0.4364685677695268,B,MORTGAGE,MEDICAL
23,21000,2.0,6000,15.27,0.29,2,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0,0,0.0772559763905726,C,OWN,VENTURE
36,51000,4.0,4775,11.14,0.09,14,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0.0699564760015605,B,MORTGAGE,HOMEIMPROVEMENT
41,60000,6.0,5000,5.42,0.08,17,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,0,0,0.0400091604888309,A,RENT,PERSONAL
23,86250,5.0,20000,6.91,0.23,2,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,0,0,0.0204947734547555,A,MORTGAGE,VENTURE
37,89532,9.0,6600,12.53,0.07,12,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0,0,0.0851075194153194,B,RENT,MEDICAL
33,83000,14.0,18000,8.49,0.22,6,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0.0586711332419635,A,MORTGAGE,DEBTCONSOLIDATION
29,18000,3.0,1700,11.12,0.09,8,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0,0,0.0683567668651251,B,RENT,VENTURE
22,38000,5.0,4200,9.25,0.11,2,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0.0390168497636805,B,MORTGAGE,EDUCATION
24,44000,4.0,2200,8.9,0.05,4,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,1,0,0.0398378973281557,A,MORTGAGE,HOMEIMPROVEMENT
31,22000,6.0,4800,10.65,0.22,10,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0.2667600854917809,B,RENT,EDUCATION
24,28800,3.0,9250,13.57,0.32,3,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1,1,0.7655521811442411,C,RENT,DEBTCONSOLIDATION
34,28880,2.0,3000,11.78,0.1,9,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0,0,0.0911873828798084,C,RENT,VENTURE
22,35000,0.0,2000,12.99,0.06,2,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,0,0,0.0694227943035256,C,RENT,VENTURE
21,26400,4.0,7000,14.84,0.27,3,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,1,1,0.9047563123497662,D,RENT,PERSONAL
